Country;Year;Code;Crisis;Advanced Market;Emerging Market;LIDC;Small Developing State;Years since last crisis;Current account balance (percent of GDP);General government gross debt (Percent of GDP);General government net debt (Percent of GDP);"LOG – Gross domestic product per capita, current prices Purchasing power parity; (international dollars)";"LOG – Gross domestic product, current prices Purchasing power parity; (international dollars)";Inflation, average consumer prices (Index);Inflation, average consumer prices (Percent change);Unemployment rate (Percent of total labor force);Age dependency ratio (% of working-age population);Agriculture, forestry, and fishing, value added (% of GDP);GDP growth (annual %);GDP per capita growth (annual %);Gross domestic savings (% of GDP);Inflation, consumer prices (annual %);Population density (people per sq. km of land area);Real interest rate (%);Short-term debt (% of total external debt);Short-term debt (% of total reserves);Trade (% of GDP);Urban population (% of total population)
Ecuador;2011;ECU;0;0;1;0;0;9;-0,505;18,539;;3,99312572021548;2,1768636160395;88,774;4,475;4,21;58,1655316114041;9,60111666656407;7,868140919;6,111532316;25,89455959;4,474532658;61,35339024;;5,2266;28,56803391;64,49023889;62,851
Ecuador;2012;ECU;0;0;1;0;0;10;-0,167;18,736;;4,01200409862204;2,2029240276378;93,303;5,102;4,12;57,5105074767702;8,64241274882244;5,641962067;3,962519179;26,37434207;5,10172181;62,344512;;4,8188;31,49641264;61,75111241;62,988
Ecuador;2013;ECU;0;0;1;0;0;11;-0,981;23,255;;4,04556236165017;2,24352418631974;95,842;2,722;4,15;56,8480434382496;8,76934290282697;4,946511267;3,350546243;26,13747832;2,721775777;63,30725157;;4,4857;19,6948436;59,60615606;63,125
Ecuador;2014;ECU;0;0;1;0;0;12;-0,657;27,973;;4,06662032567596;2,2714861292453;99,282;3,589;3,8;56,1700145825934;9,12650825871229;3,788868549;2,260424369;26,70997738;3,589220166;64,25347882;;4,0485;25,65064013;57,70816899;63,261
Ecuador;2015;ECU;0;0;1;0;0;13;-2,237;35,218;;4,04198016443444;2,25360451055334;103,22;3,966;4,77;55,465108064077;9,45485142211309;0,09887260835;-1,371519259;24,14266393;3,966646233;65,21139475;;3,7396;42,68929104;45,24387715;63,398
Egypt;1980;EGY;1;0;1;0;0;49;-0,822;;;3,33907362964111;1,94710518082835;1,346;20,5;;83,3873802514238;16,5818608519565;10,01132904;7,204758135;15,16033424;20,81922493;43,94852177;0,8026859919;21,0502;162,4036095;73,38303756;43,858
Egypt;1984;EGY;0;0;1;0;0;1;-8,101;;;3,49945888063606;2,15495320371129;2,318;17,06;;83,3934309687102;18,1075949367089;9,745762712;6,763431392;18,98734177;17,03636638;48,89893315;6,238065866;17,9666;389,1677989;52,53164557;43,922
Egypt;1985;EGY;0;0;1;0;0;2;-4,568;;;3,53170622348129;2,19957966927699;2,599;12,108;;83,464837165466;17,1045576407507;5,791505791;2,91730673;20,10723861;12,10675606;50,26454669;3,068721728;17,1534;390,3727802;46,11260054;43,938
Egypt;1986;EGY;0;0;1;0;0;3;-2,759;;;3,5494459185852;2,22842859206009;3,22;23,9;;83,5653700811186;17,390022675737;4,744525547;1,91639576;21,08843537;23,86428982;51,6593631;1,882458579;17,8577;400,278783;36,05442177;43,954
Egypt;1987;EGY;0;0;1;0;0;4;-1,299;;;3,56879055667869;2,25721043632952;4,031;25,185;;83,6422458927755;19,6330089320388;3,832752613;1,048347601;15,9223301;19,69359331;53,08284595;3,435567132;14,4086;248,9258972;35,33980583;43,877
Egypt;1988;EGY;1;0;1;0;0;5;-2,146;;;3,59203900533235;2,28926779478283;4,643;15,185;;83,6447960424124;18,0454550324675;5,461320496;2,631211185;15,25974026;17,66348615;54,54663318;3,158634196;14,8912;303,919914;52,5974026;43,744
Egypt;1989;EGY;1;0;1;0;0;6;-2,173;;;3,61206084342071;2,31877891342088;5,578;20,129;;83,4881610220246;18,6948049350649;4,920868604;2,160028643;17,14285649;21,26186709;56,02073735;-0,674911055;17,2643;316,0127796;50,12987013;43,611
Egypt;1996;EGY;0;0;1;0;0;1;-0,259;;;3,71621459321752;2,4855922543395;13,327;7,095;9,467;77,0795017200549;16,1150828247602;4,988730566;2,749670999;12,68526591;7,187103697;65,8648802;7,913220489;7,4508;12,83290935;46,94856146;42,681
Egypt;1997;EGY;0;0;1;0;0;2;0,149;;;3,73911645202465;2,51799115593016;14,149;6,167;8,671;75,634896363742;15,7510342233923;5,492354742;3,242900733;11,50808575;4,625605788;67,29994274;3,563452757;9,9908;15,44895474;43,73824746;42,658
Egypt;1998;EGY;0;0;1;0;0;3;-2,779;73,824;44,274;3,76697245857884;2,55443343105553;14,862;5,041;7,955;74,1216867856986;15,8844815588031;5,575497461;3,335403438;12,00417537;3,872575464;68,75886383;10,39189892;13,1749;22,63994349;41,927627;42,704
Egypt;1999;EGY;0;0;1;0;0;4;-1,814;72,398;45,647;3,78969138675221;2,586265402445;15,419;3,745;7,692;72,5639319817383;15,9086475942783;6,053438783;3,835706514;13,36150845;3,079499126;70,22742177;11,9358224;13,7975;28,26859519;38,36150845;42,75
Egypt;2000;EGY;0;0;1;0;0;5;-1,11;71,687;45,291;3,81258717925145;2,61876748755888;15,858;2,849;8,995;70,9634880787894;15,5380770361658;6,370003832;4,188865982;12,93737136;2,683805353;71,69759506;8,919600977;14,0389;29,77123274;39,0179359;42,797
Egypt;2001;EGY;0;0;1;0;0;6;-0,033;79,146;51,191;3,82857096660227;2,64348426039092;16,242;2,417;8,808;69,3539965821086;15,3512684694731;3,535251973;1,42787503;13,40953443;2,269757205;73,18726305;11,21451337;7,7901;16,23064431;39,81042654;42,843
Egypt;2002;EGY;0;0;1;0;0;7;0,68;85,776;63,125;3,84034514165805;2,66381961004893;16,608;2,258;10,05;67,723900597668;15,4048561625759;2,390204026;0,2713500194;13,64476115;2,73723855;74,73379778;10,30003194;7,2461;15,27464256;40,98706783;42,889
Egypt;2003;EGY;0;0;1;0;0;8;2,281;97,095;69,628;3,85345118977355;2,68596017407997;17,175;3,412;11,275;66,1129017568033;15,2867065868263;3,193454737;1,061259566;14,2994012;4,507776363;76,31053493;6,327025948;6,1206;12,76965854;46,17964072;42,935
Egypt;2004;EGY;0;0;1;0;0;9;4,125;96,512;67,54;3,87414886629509;2,71488191836658;18,575;8,151;10,526;64,622806425185;14,2699361219864;4,092071611;1,998606848;15,57799299;11,27061933;77,87676629;1,526903429;5,4735;11,20620798;57,81990521;42,981
Egypt;2005;EGY;0;0;1;0;0;10;3,092;98,263;67,586;3,89787165664963;2,7472905925118;20,192;8,703;11,468;63,3325779683052;13,9816527390901;4,471744472;2,420125629;15,71030641;4,869396969;79,4367472;6,523640992;5,4146;7,574641936;62,95264624;43,027
Egypt;2006;EGY;0;0;1;0;0;11;1,552;85,924;67,872;3,93070151971477;2,78923864108188;21,058;4,292;10,917;62,2698723848794;13,2372025254978;6,843838194;4,784127565;17,1118666;7,644526445;80,99821186;4,880796718;5,5419;6,612076551;61,51853651;43,073
Egypt;2007;EGY;0;0;1;0;0;12;1,656;76,268;61,332;3,96368160103102;2,83055980029337;23,35;10,882;9,205;61,3537114133202;13,4201262083781;7,087827427;5,018084821;16,27282492;9,318969058;82,59456025;-0,07762859472;6,4606;6,939948124;65,07787325;43,078
Egypt;2008;EGY;0;0;1;0;0;13;0,52;66,761;52,844;3,99260873996736;2,868826580559;26,092;11,742;8,676;60,5994922786584;12,6302400893356;7,156283566;5,078168372;16,79508654;18,31683168;84,22802049;0,1078531547;8,3786;8,279732781;71,68062535;43,058
Egypt;2009;EGY;0;0;1;0;0;14;-2,231;69,45;55,871;4,00551211476321;2,89143821088042;30,308;16,161;9,367;60,0692857357484;12,9979466513145;4,6735998;2,645918664;12,55037421;11,76349544;85,89187202;0,7100363201;7,2319;7,339850847;56,55344464;43,039
Egypt;2010;EGY;0;0;1;0;0;15;-1,877;69,59;57,094;4,02245064212633;2,91842511351671;33,842;11,658;9,21;59,8049327497168;13,3407591579645;5,147234858;3,036697185;14,26321896;11,26518827;87,65122608;0,8187216181;8,5562;8,504312836;47,93635007;43,019
Egypt;2011;EGY;0;0;1;0;0;16;-2,457;72,83;61,279;4,02915682997232;2,93495270781786;37,583;11,056;10,379;59,7315272794154;13,8691050980964;1,764571949;-0,4574093592;12,982277;10,06492599;89,60776935;-0,5638780534;8,5933;16,23396304;45,25563416;43
Egypt;2012;EGY;0;0;1;0;0;17;-3,445;69,862;60,066;4,08902574642296;3,0054808099794;40,85;8,692;12,373;59,8719095559063;11,2727642311913;2,226199799;-0,05978776049;8,10891503;7,111729433;91,65741725;-6,262719502;16,6173;42,47716449;40,71176927;42,946
Egypt;2013;EGY;0;0;1;0;0;18;-2,108;79,812;70,04;4,09146822680378;3,01883775396614;43,675;6,916;12,992;60,1566644756255;11,2743481427611;2,185466054;-0,1536622377;7,874650613;9,469719811;93,80470139;3,292157153;6,0518;17,03077931;40,37303806;42,893
Egypt;2014;EGY;0;0;1;0;0;19;-0,854;80,874;73,204;4,07728794412766;3,01580807132416;48,083;10,093;13,365;60,4786653764444;11,3377054875794;2,91591188;0,5318240695;5,211267606;10,07021547;96,02925712;0,414129139;7,9497;22,24713897;36,92018779;42,839
Egypt;2015;EGY;0;0;1;0;0;20;-3,468;83,754;75,271;4,10062828788439;3,05001995109612;53,367;10,988;12,859;60,8799902013869;11,3940610667634;4,372019078;2,095538306;5,81038504;10,37049034;98,17047466;1,54106846;8,8707;27,89722828;34,84594296;42,785
El Salvador;1980;SLV;0;0;1;0;0;200;5,173;;;3,31906648151049;1,00462226570078;5,508;17,359;;88,682779286787;37,957893707761;-15,83686429;-17,25453687;14,19042223;17,36696826;217,615444;;22,07;57,63610997;67,40646419;44,099
El Salvador;1981;SLV;0;0;1;0;0;201;-3,545;;;3,32782465701684;1,01828430842653;6,325;14,818;;87,8959387686572;34,3896232753623;-5,720990452;-6,553718704;7,335045541;14,79715163;219,5546815;;17,3809;76,55352435;60,26649248;44,612
El Salvador;1982;SLV;0;0;1;0;0;202;-1,493;;;3,32217999964599;1,01602996307602;7,065;11,703;;87,2482882706853;32,5935147297336;-6,308471376;-7,341767927;7,528483779;11,72888687;222,0030888;;13,4222;59,89454218;51,24774023;45,127
El Salvador;1983;SLV;0;0;1;0;0;203;1,853;;;3,34290014219666;1,03933478873809;7,992;13,121;;86,4951589472684;31,1805349144201;1,539025284;-0,4047677965;6,634370384;13,31431773;226,3359073;;5,1284;27,83566375;54,39780104;45,642
El Salvador;1984;SLV;0;0;1;0;0;204;-1,712;;;3,3613859305927;1,0605089756053;8,927;11,705;;85,6534356153322;28,9421253623402;1,33525803;-0,6256441045;5,178052805;11,50716951;230,8020753;;5,8131;36,09628388;50,29067505;46,16
El Salvador;1985;SLV;0;0;1;0;0;205;-1,237;;;3,37411751972249;1,07671324469003;10,92;22,318;;84,7618964630181;26,911807975679;0,6143162393;-1,336134896;3,28282104;22,32837506;235,3647201;;4,3227;25,27514696;52,21053821;46,677
El Salvador;1986;SLV;0;0;1;0;0;206;5,005;;;3,37919307623194;1,08618180464975;14,408;31,945;;83,8548509273397;27,4289151799132;0,1946730378;-1,700681441;8,873371832;31,93501615;239,9028958;;6,5223;36,11631836;53,71412272;47,195
El Salvador;1987;SLV;1;0;1;0;0;207;5,72;;;3,39535435479176;1,10758303119132;17,988;24,849;;82,9341517329318;20,7535951200969;2,508169213;0,5577789364;5,251439991;24,86450034;244,5559846;;10,3708;52,04016168;45,0946222;47,714
El Salvador;1988;SLV;1;0;1;0;0;208;0,931;;;3,41242190442228;1,13068749398203;21,545;19,772;10,154;82,3760054517672;20,9751949936514;1,878176962;-0,1560605475;6,317410045;19,76116179;249,53861;;11,637;68,97320046;38,09570441;48,234
El Salvador;1991;SLV;0;0;1;0;0;1;-3,188;43,329;;3,47043548350727;1,20892483108026;37,206;14,409;8,7;81,9531812245116;15,7923919811473;1,494087568;-0,2508784142;2,15360103;14,40267488;263,5651544;;4,7038;23,59190896;47,75343093;49,794
El Salvador;1992;SLV;0;0;1;0;0;2;-1,874;36,361;;3,50370490483002;1,24816951330681;41,381;11,221;9,3;81,7554393656081;12,9650323520698;7,021963316;5,26526451;2,423557935;11,21448138;267,96361;;4,5367;18,40477137;48,67524582;50,315
El Salvador;1993;SLV;0;0;1;0;0;3;-1,225;31,868;;3,53231221795679;1,28289388665533;49,038;18,505;9,9;80,8006943070928;12,7288103898567;5,818315557;4,337851703;4,174947022;18,50668833;271,7657819;;5,6128;15,54677718;53,52729049;51,417
El Salvador;1994;SLV;0;0;1;0;0;4;-0,234;30,549;;3,55664859204174;1,3119868346197;54,228;10,584;7,7;79,1979990896941;12,4617820908552;4,692061727;3,550975522;5,054918467;10,58580665;274,7605212;;8,8162;23,00613634;55,14864864;52,704
El Salvador;1995;SLV;0;0;1;0;0;5;-2,932;28,041;;3,58155373435931;1,34107823721144;59,668;10,03;7,6;77,6468032226292;11,528879161366;4,734081402;3,729101973;4,6924701;10,02965645;277,4225386;;20,5546;56,19701552;59,36075434;53,988
El Salvador;1996;SLV;1;0;1;0;0;6;-1,763;28,548;;3,58928593016173;1,35249123998816;65,509;9,79;7,7;76,1893864034436;10,850327901368;0,8114618993;-0,03968487351;2,355082204;9,788920402;279,784749;;20,8704;54,00088556;55,28185673;55,268
El Salvador;1997;SLV;1;0;1;0;0;7;-0,956;27,791;;3,60672629871005;1,37333504995457;68,451;4,49;8;74,9082296082927;10,9145568353713;3,137970067;2,33481037;3,569783787;4,490136279;281,9805985;;25,3017;56,12549682;63,55709275;56,537
El Salvador;2000;SLV;0;0;1;0;0;1;-3,653;29,551;;3,64439230164826;1,41952619557577;72,16;2,274;6,7;72,4929820026037;7,17278477660919;1,127906977;0,5401634175;2,613512003;2,271287568;287,5715251;;36,2729;86,51815356;68,7100889;58,912
El Salvador;2001;SLV;0;0;1;0;0;2;-1,224;36,469;;3,65570687311283;1,43300134094504;74,863;3,745;6,96;72,0320696299501;6,68649259791156;0,8796136599;0,3807324632;1,84191558;3,750820575;289,0007239;;35,6811;110,6504585;65,89073854;59,464
El Salvador;2002;SLV;0;0;1;0;0;3;-3,199;42,316;;3,66754073688047;1,44650610054894;76,262;1,869;6,23;71,551616381217;5,82298419820808;1,572918448;1,181244427;2,171759058;1,865525036;290,1194498;;19,0382;71,25214704;65,91909078;60,014
El Salvador;2003;SLV;0;0;1;0;0;4;-5,302;45,962;;3,68165633303791;1,46173856795641;77,879;2,121;6,92;70,9969766233059;5,48839713449193;1,565393031;1,302937571;2,03908712;2,120390917;290,8710907;;18,8011;81,5524417;68,23698248;60,561
El Salvador;2004;SLV;0;0;1;0;0;5;-4,677;46,813;;3,69636512696498;1,47709230078906;81,347;4,452;6,78;70,4074597334309;5,72792591262587;0,8894044857;0,7422071896;0,1708978009;4,451943924;291,2960907;;19,456;91,93299823;69,78226418;61,107
El Salvador;2005;SLV;0;0;1;0;0;6;-4,229;46,287;;3,72123337001728;1,50211289397441;85,162;4,69;7,2;69,807659856905;6,17165600762008;2,680830094;2,644062508;-0,5780378283;4,690948709;291,4004344;;19,2932;100,2459414;69,71581168;61,648
El Salvador;2006;SLV;0;0;1;0;0;7;-4,785;46,923;;3,7532367107608;1,5338736952871;88,598;4,035;6,6;69,2015155818764;6,04616656739515;4,336998603;4,395456989;-1,500760318;4,037123594;291,2372587;;12,8857;65,40733657;73,45556751;62,187
El Salvador;2007;SLV;0;0;1;0;0;8;-7,151;46,263;;3,77206560289066;1,55339751012388;92,656;4,58;6,3;68,1731901462218;6,99310770496863;1,847602206;1,684235048;-5,686951666;4,578085724;291,7051641;;13,0973;56,10548529;77,62105603;62,774
El Salvador;2008;SLV;0;0;1;0;0;9;-8,518;48,106;;3,78760427090552;1,57065967002153;99,381;7,258;5,9;66,6418044478473;7,09010840673402;2,154402832;1,750909625;-7,012107151;6,707922935;292,8619208;;14,43;58,32543859;80,66597394;63,678
El Salvador;2009;SLV;0;0;1;0;0;10;-1,774;59,061;;3,77971839402716;1,56441748674711;99,915;0,537;7,3;64,977837965941;6,66859073198944;-2,108768036;-2,479830405;-4,114166764;1,055950297;293,9762548;;8,2957;27,66013087;66,07119117;64,57
El Salvador;2010;SLV;0;0;1;0;0;11;-2,888;60,042;;3,79229501319275;1,57861629144874;101,093;1,179;7;63,2772886400071;6,98170850697531;2,154195011;1,772480625;-2,97231341;1,179335769;295,078861;;7,2709;29,00441328;73,53728767;65,452
El Salvador;2011;SLV;0;0;1;0;0;12;-5,481;59,166;;3,81577692029836;1,60375044556012;106,278;5,129;6,6;61,6002757343745;7,33019190703114;3,773584906;3,379362395;-3,523159884;5,128923767;296,2041023;;9,6051;49,04287844;79,2766437;66,325
El Salvador;2012;SLV;0;0;1;0;0;13;-5,797;63,573;;3,82102655744916;1,61070273889325;108,117;1,73;6,1;59,9505555042113;6,5143562539307;2,887700535;2,487925171;-2,796950363;1,729734816;297,3595077;;11,2658;48,05570795;77,64857162;67,187
El Salvador;2013;SLV;0;0;1;0;0;14;-6,905;63,166;;3,84302212223201;1,63440672936554;108,936;0,758;5,9;58,3363026307976;5,61330655869503;2,182952183;1,780655795;-3,98204535;0,7576691845;298,5348456;;13,1121;67,50703328;80,45119449;68,036
El Salvador;2014;SLV;0;0;1;0;0;15;-5,371;65,296;;3,86527813150106;1,65833580321008;110,179;1,141;7;56,840168905283;5,86687215376832;1,729399797;1,338113089;-2,601459625;1,141344675;299,6875483;;13,3034;74,92669149;78,10442575;68,874
El Salvador;2015;SLV;0;0;1;0;0;16;-3,216;67,038;;3,88718560415629;1,6817476189393;109,373;-0,731;7;55,560279541228;5,52976674016479;2,400000089;2,046016356;-1,570979732;-0,7313844874;300,7271236;;12,9579;72,40375559;76,56027074;69,7
Fiji;1980;FJI;0;0;0;0;1;200;-3,151;;;3,43078753974602;0,232742062720737;24,008;14,464;;73,9002109738792;20,28057128387;-1,603456935;-4,003599736;27,45872573;14,49287441;35,28089765;;16,7796;20,85493609;100,4669004;37,769
Fiji;1981;FJI;0;0;0;0;1;201;-13,496;;;3,48489747281615;0,297322714205303;26,697;11,2;;73,234369386733;17,9640151515152;6,329990549;3,747026275;20,31999333;11,18066676;36,1592775;;14,1084;27,95856816;100,4732955;37,919
Fiji;1982;FJI;0;0;0;0;1;202;-9,173;;;3,49494451387898;0,318480725174517;28,57;7,014;;72,7826810480804;18,5780492186097;-5,9784862;-8,24747342;19,46506247;7,031556894;37,05347564;;7,2756;16,66844329;92,86078678;38,07
Fiji;1983;FJI;0;0;0;0;1;203;-8,7;;;3,48203991000166;0,316599302093861;30,515;6,807;;72,4896607121985;16,6265963380672;-3,96012301;-6,26227859;15,34861721;6,704183998;37,96349206;;7,8217;21,65699596;92,64576321;38,221
Fiji;1984;FJI;0;0;0;0;1;204;-5,345;;;3,53001646158582;0,373647472209218;32,123;5,271;;72,2726644571756;13,9006508272563;8,393024472;5,804629051;18,00886576;5,291217611;38,8922277;;6,9938;18,20548695;86,72469223;38,372
Fiji;1985;FJI;0;0;0;0;1;205;-5,417;;;3,52005361084369;0,370513089598592;33,54;4,41;;72,1601518403783;16,3853691886964;-4,613474868;-6,829445586;18,34977941;4,420972396;39,81724138;;5,6601;14,12994649;89,04588271;38,523
Fiji;1986;FJI;0;0;0;0;1;206;-2,514;;;3,55245527446443;0,406880670049125;34,14;1,79;9,551;72,2496938434705;18,9584730108777;7,749907967;5,545023146;21,02076521;1,798842484;40,64904215;;5,8889;11,40315289;81,13840049;38,675
Fiji;1987;FJI;0;0;0;0;1;207;1,536;;;3,52891541538084;0,385069776331935;36,074;5,664;11,908;72,3447639663337;20,8957821457821;-6,615019995;-8,114568151;18,82667283;5,663774759;41,31242474;;5,8955;16,21945148;87,37373737;39,327
Fiji;1988;FJI;0;0;0;0;1;208;5,535;;;3,55824643696404;0,414973347970818;40,315;11,758;12,003;72,3376096318175;17,6316452506929;0,9557548728;-0,3111284438;17,37611514;11,75832688;41,83743842;;8,4548;13,41937719;107,6719577;40,085
Fiji;1989;FJI;0;0;0;0;1;209;-1,274;;;3,62284893457587;0,488127496247458;42,81;6,189;7,789;72,3166399432676;19,6429416301512;7,438632435;6,279852925;14,85887175;6,189354034;42,29359606;;4,4247;6,606429775;123,0249008;40,845
Fiji;1990;FJI;0;0;0;0;1;210;-9,174;;;3,65977838236265;0,528531060635411;46,317;8,191;8,172;72,1139383995166;17,9579343434343;5,80000272;4,752617533;9,497752573;8,19137132;42,7164751;;3,7792;4,60320238;129,5;41,611
Fiji;1991;FJI;0;0;0;0;1;211;-4,925;;;3,65884291832846;0,531095546870028;49,327;6,497;7,534;71,6883310072059;18,2567042115573;-2,700003729;-3,245744198;12,12515934;6,49734556;42,95741653;;4,0609;4,216134376;117,8158668;42,381
Fiji;1992;FJI;0;0;0;0;1;212;-2,422;44,303;43,86;3,69087977697189;0,566673137606117;51,735;4,883;6,895;71,052059511491;17,5759855852727;6,10000191;5,826681399;10,34306939;4,883022716;43,06836344;5,778873431;11,8656;9,631616299;106,7905523;43,156
Fiji;1993;FJI;0;0;0;0;1;213;-5,089;45,929;44,57;3,70876157291608;0,587935348636356;54,429;5,207;7,534;70,1693935813288;17,0122576808722;2,130032421;1,827342671;10,49764485;5,206589252;43,19638752;4,337874671;18,9932;17,33728146;111,7819623;43,933
Fiji;1994;FJI;0;0;0;0;1;214;-1,85;48,765;46,808;3,73613186061982;0,618780024506215;54,864;0,8;7,278;69,074135442835;17,9182896262766;5,099999609;4,886690479;12,17117943;0,8166666667;43,28423645;10,52646548;8,1837;5,891742197;115,8430287;44,713
Fiji;1995;FJI;0;0;0;0;1;215;-1,463;49,094;47,524;3,75290696371059;0,638888424705075;56,062;2,183;6,895;67,8366388861819;17,174961203941;2,499998538;2,313304635;11,8559497;2,165647214;43,36321839;9,994110554;8,1886;4,299317101;114,1434191;45,496
Fiji;1996;FJI;0;0;0;0;1;216;0,813;50,321;48,166;3,7777906362881;0,667172672478868;57,749;3,01;3,742;66,4986778984333;17,3071772897697;4,80000043;4,235304707;21,75634406;3,050161812;43,59813903;8,039288676;11,1842;4,33658762;121,7260311;46,282
Fiji;1997;FJI;0;0;0;0;1;217;-2,649;54,395;52,013;3,77150884515079;0,663983454608267;59,709;3,393;4,183;65,0658049956404;14,8164103923648;-2,199999369;-3,176574747;21,75098491;3,368140064;44,0378763;7,49017957;17,8004;7,807621211;119,6977731;46,732
Fiji;1998;FJI;0;0;0;0;1;218;-0,416;37,919;34,993;3,77884556625;0,67449371729635;63,138;5,743;4,628;63,6080949069142;14,3705282386969;1,300000452;0,133232217;29,97215827;5,711681604;44,55101259;2,036998538;0,1446;0,05260760729;119,3697671;47,123
Fiji;1999;FJI;0;0;0;0;1;219;-2,393;34,721;30,504;3,81804038781633;0,716754357432697;64,389;1,983;5,071;62,2193152849302;16,4049185915419;8,799998719;7,548052587;26,08338618;1,96867366;45,06962233;1,905722559;0,0956;0,04543797042;122,8022338;47,515
Fiji;2000;FJI;0;0;0;0;1;220;-3,824;35,921;34;3,81723406889494;0,719082573901486;65,097;1,099;5,512;60,9568369665039;14,9875430394984;-1,699998416;-2,772962329;15,30612799;1,0921646;45,56699507;13,76716679;5,757;2,718142865;135,8956415;47,908
Fiji;2001;FJI;0;0;0;0;1;221;-4,422;41,934;31,713;3,83201622003788;0,736953953783146;67,873;4,264;5,951;59,8881018941719;13,012812333865;2,000000147;0,9317716471;12,31575343;4,272670245;46,04926108;4,938892905;6,7333;3,333572226;129,9973418;48,3
Fiji;2002;FJI;0;0;0;0;1;222;0,749;44,538;38,106;3,84936719703563;0,757320096546672;68,363;0,722;6,388;58,9549893954073;13,3109099072134;3,199999114;2,159245426;20,83180564;0,7620320856;46,5183908;4,634663663;15,3185;9,021161554;126,0525791;48,692
Fiji;2003;FJI;0;0;0;0;1;223;-4,077;46,444;43,058;3,85829110785607;0,769229581736594;71,247;4,22;6,822;58,1113716705751;12,5143538475649;0,9999993448;0,009775584832;19,15910088;4,172747778;46,97898194;-0,09311032664;24,9276;15,190048;128,9759699;49,085
Fiji;2004;FJI;0;0;0;0;1;224;-11,065;45,894;43,183;3,88963220090587;0,803593664771344;73,261;2,827;7,255;57,3749952335038;12,349896656794;5,299999705;4,280889849;11,60875055;2,827485194;47,43809524;4,868426454;22,9013;12,50325359;125,1219876;49,479
Fiji;2005;FJI;0;0;0;0;1;225;-6,863;45,318;43,181;3,89437643871519;0,811306840081336;74,949;2,303;7,3;56,685882523599;12,0743313492064;0,7000004024;-0,2471232911;10,5042655;2,365764538;47,88850575;0,1263770297;35,4748;33,41732453;117,7400794;49,871
Fiji;2006;FJI;0;0;0;0;1;226;-13,845;50,325;44,065;3,91278621960958;0,832700470960567;76,81;2,483;7,7;56,0612594016852;12,3726571154966;1,852483872;0,9113308112;1,61617676;2,490836388;48,33513957;3,473075989;3,4814;4,147306388;118,0483317;50,264
Fiji;2007;FJI;0;0;0;0;1;227;-9,274;46,437;42,952;3,91749763231396;0,840357059203356;80,506;4,811;8,6;55,5339402311055;11,8829102406206;-0,85065431;-1,692810583;3,801440027;4,803706413;48,74920635;5,805544749;5,347;4,027757102;110,3895149;50,657
Fiji;2008;FJI;0;0;0;0;1;228;-13,447;47,932;42,744;3,92797364396533;0,852906758796954;86,726;7,726;8,8;55,1128147292239;10,6974950619792;1,03279422;0,3474354145;6,67498146;7,732278579;49,08215654;5,715797036;2,525;5,400908132;130,997848;51,146
Fiji;2009;FJI;0;0;0;0;1;229;-2,054;51,501;47,005;3,92254018176363;0,849603658082447;89,896;3,655;8,7;54,7789370295071;10,0884444017423;-1,386037708;-1,894980247;8,737783146;3,13103559;49,33678161;6,374077023;5,2532;9,842099811;108,8691174;51,658
Fiji;2010;FJI;0;0;0;0;1;230;-3,754;53,355;48,34;3,93849170527378;0,867585326547036;93,212;3,689;7,1;54,4743987289387;9,38189737562413;2,954672422;2,524049644;12,44359271;3,689012297;49,54400657;3,127572744;7,0528;10,84020993;121,2279034;52,171
Fiji;2011;FJI;0;0;0;0;1;231;-4,736;50,977;45,46;3,9569277815801;0,888123307297908;100;7,282;7,1;54,1986585885473;9,21771557173261;2,705143029;2,344910977;15,08360978;7,278117827;49,7183908;-1,759995185;14,7619;24,00850727;124,4761259;52,683
Fiji;2012;FJI;0;0;0;0;1;232;-0,996;48,625;42,087;3,98497128183345;0,918187661358926;103,416;3,416;6,8;54,0017579742727;9,67577870713452;1,411314382;1,110328173;14,20866817;3,423375234;49,86639299;3,308231576;2,5274;3,494747532;125,2857917;53,196
Fiji;2013;FJI;0;0;0;0;1;233;-8,84;47,399;40,989;4,01614798004235;0,951434665532013;106,424;2,909;6,367;53,9262869121523;10,1131069949223;4,73421949;4,459729481;15,03191881;2,913541936;49,99742748;2,396639496;2,8671;3,910826621;126,3483867;53,706
Fiji;2014;FJI;0;0;0;0;1;234;-5,532;46,207;40,223;4,05529842301462;0,992641869878398;106,977;0,519;6,2;53,9270210927334;8,09852280309094;5,603514887;5,360487007;14,74337749;0,5193064746;50,11275315;-5,99464056;5,2597;7,412565425;110,8123056;54,216
Fiji;2015;FJI;0;0;0;0;1;235;-4,262;44,275;39,038;4,09344129801855;1,03269932749262;108,447;1,375;5,5;53,8747127015284;7,87162401371267;4,501199392;4,314345961;18,90249827;1,374885426;50,20251779;3,177970316;6,6098;8,866877514;101,1890486;54,726
Finland;1980;FIN;0;1;0;0;0;41;-2,612;10,893;62,466;3,97975591240737;1,65839302627912;32,979;11,602;5,288;47,6775903099245;8,58068158184033;5,38904788;5,061714695;30,40675045;11,59461925;15,69170032;;;;62,9467867;71,727
Finland;1981;FIN;0;1;0;0;0;42;-0,909;11,544;61,906;4,0230988857143;1,70323117471094;36,936;12;5,743;47,3514302712453;7,66280505424646;1,315878854;0,8846710178;29,85525521;11,30575665;15,75877081;;;;61,59665852;72,528
